product_code,product_name,ciqual_code,alcohol_value,alcohol_unit,alcohol_source,beta-carotene_value,beta-carotene_unit,beta-carotene_source,calcium_value,calcium_unit,calcium_source,carbohydrates_value,carbohydrates_unit,carbohydrates_source,cholesterol_value,cholesterol_unit,cholesterol_source,copper_value,copper_unit,copper_source,energy-kcal_value,energy-kcal_unit,energy-kcal_source,energy-kj_value,energy-kj_unit,energy-kj_source,energy_value,energy_unit,energy_source,fat_value,fat_unit,fat_source,fiber_value,fiber_unit,fiber_source,fructose_value,fructose_unit,fructose_source,galactose_value,galactose_unit,galactose_source,glucose_value,glucose_unit,glucose_source,iodine_value,iodine_unit,iodine_source,iron_value,iron_unit,iron_source,lactose_value,lactose_unit,lactose_source,magnesium_value,magnesium_unit,magnesium_source,maltose_value,maltose_unit,maltose_source,manganese_value,manganese_unit,manganese_source,pantothenic-acid_value,pantothenic-acid_unit,pantothenic-acid_source,phosphorus_value,phosphorus_unit,phosphorus_source,polyols_value,polyols_unit,polyols_source,potassium_value,potassium_unit,potassium_source,proteins_value,proteins_unit,proteins_source,salt_value,salt_unit,salt_source,saturated-fat_value,saturated-fat_unit,saturated-fat_source,selenium_value,selenium_unit,selenium_source,sodium_value,sodium_unit,sodium_source,starch_value,starch_unit,starch_source,sucrose_value,sucrose_unit,sucrose_source,sugars_value,sugars_unit,sugars_source,vitamin-a_value,vitamin-a_unit,vitamin-a_source,vitamin-b12_value,vitamin-b12_unit,vitamin-b12_source,vitamin-b1_value,vitamin-b1_unit,vitamin-b1_source,vitamin-b2_value,vitamin-b2_unit,vitamin-b2_source,vitamin-b6_value,vitamin-b6_unit,vitamin-b6_source,vitamin-b9_value,vitamin-b9_unit,vitamin-b9_source,vitamin-c_value,vitamin-c_unit,vitamin-c_source,vitamin-d_value,vitamin-d_unit,vitamin-d_source,vitamin-e_value,vitamin-e_unit,vitamin-e_source,vitamin-pp_value,vitamin-pp_unit,vitamin-pp_source,water_value,water_unit,water_source,zinc_value,zinc_unit,zinc_source
3263670923414,Foie de Morue nature au sel de Guérande 121g Cble,26141,0.0,g,ciqual,0,µg,ciqual,10.0,mg,ciqual,2.3,g,reported,0,mg,ciqual,0.66,mg,ciqual,560,kcal,reported,2307,kJ,reported,2307,kJ,reported,59,g,reported,0,g,reported,0,g,ciqual,0,g,ciqual,0,g,ciqual,500.0,µg,ciqual,4.0,mg,ciqual,0,g,ciqual,8.0,mg,ciqual,0,g,ciqual,0,mg,ciqual,0.64,mg,ciqual,100.0,mg,ciqual,0.0,g,ciqual,130.0,mg,ciqual,4.6,g,reported,0.8,g,reported,9.7,g,reported,63.5,µg,ciqual,0.32,g,reported,0.0,g,ciqual,0,g,ciqual,0,g,reported,0.01,µg,reported,10.0,µg,ciqual,,,,,,,0.15,mg,ciqual,,,,4.0,mg,ciqual,5.6e-05,µg,reported,20.0,mg,ciqual,,,,26.8,g,ciqual,1.94,mg,ciqual
3250390644118,Netto Choux De Bruxelles Surgele,20206,0.0,g,ciqual,370.0,µg,ciqual,34.0,mg,ciqual,5.0999999046326,g,reported,0.0,mg,ciqual,0.043,mg,ciqual,45,kcal,reported,,,,188,kcal,reported,0.5,g,reported,4.28,g,ciqual,0,g,ciqual,0,g,ciqual,0,g,ciqual,0.25,µg,ciqual,0.82,mg,ciqual,0,g,ciqual,22.0,mg,ciqual,0,g,ciqual,0.29,mg,ciqual,0.35,mg,ciqual,65.5,mg,ciqual,0,g,ciqual,427.0,mg,ciqual,3,g,reported,0.029,g,ciqual,0.10000000149012,g,reported,1.1,µg,ciqual,14.0,mg,ciqual,0,g,ciqual,0,g,ciqual,3,g,reported,,,,0.0,µg,ciqual,,,,,,,0.19,mg,ciqual,,,,77.5,mg,ciqual,0.0,µg,ciqual,0.34,mg,ciqual,,,,86.3,g,ciqual,0.37,mg,ciqual
4061459498158,Paradižnikov ekstrat,20068,0.0,g,ciqual,784.0,µg,ciqual,45.6,mg,ciqual,20,g,reported,0.0,mg,ciqual,0.1,mg,ciqual,121,kcal,reported,,,,506,kcal,reported,0.6,g,reported,4.2,g,ciqual,6.6,g,ciqual,0.0,g,ciqual,6.7,g,ciqual,4.4,µg,ciqual,1.2,mg,ciqual,0.5,g,ciqual,63.3,mg,ciqual,0.5,g,ciqual,0.1,mg,ciqual,0.2,mg,ciqual,103.0,mg,ciqual,0.0,g,ciqual,1010.0,mg,ciqual,5.7,g,reported,0.95,g,reported,0.2,g,reported,0.4,µg,ciqual,0.38,g,reported,0.22,g,ciqual,0.5,g,ciqual,20,g,reported,,,,0.0,µg,ciqual,,,,,,,0.09,mg,ciqual,,,,2.6,mg,ciqual,0.0,µg,ciqual,5.7,mg,ciqual,,,,72.0,g,ciqual,0.1,mg,ciqual
3175680015228,Levure de bière,11009,0,% vol,reported,5.0,µg,ciqual,130.0,mg,ciqual,12,g,reported,0.7,mg,ciqual,0.39,mg,ciqual,323,kcal,reported,1356,kJ,reported,1356,kJ,reported,4.6,g,reported,25,g,reported,0.2,g,ciqual,0,g,ciqual,0.3,g,ciqual,20.0,µg,ciqual,4.1,mg,ciqual,0.2,g,ciqual,150.0,mg,ciqual,2.2,g,ciqual,0.89,mg,ciqual,0.007,g,reported,1.204,g,reported,0.0,g,ciqual,1700.0,mg,ciqual,46,g,reported,0.32,g,reported,0.8,g,reported,20.0,µg,ciqual,0.128,g,reported,3.7,g,ciqual,0.2,g,ciqual,1.2,g,reported,,,,0.34,µg,ciqual,0.03,g,reported,0.0025,g,reported,0.88,mg,ciqual,0.002394,g,reported,0.5,mg,ciqual,0.25,µg,ciqual,0.098,mg,ciqual,0.015,g,reported,5.0,g,ciqual,8.4,mg,ciqual
4061459487305,Tomaten Gehackt in Tomatensaft,20048,0.0,g,ciqual,245.0,µg,ciqual,21.1,mg,ciqual,3,g,reported,0.0,mg,ciqual,0.06,mg,ciqual,21,kcal,reported,89,kJ,reported,89,kJ,reported,0.1,g,reported,0,g,reported,1.01,g,ciqual,0.0,g,ciqual,0.87,g,ciqual,0.2,µg,ciqual,0.77,mg,ciqual,0.0,g,ciqual,9.2,mg,ciqual,0.1,g,ciqual,0.073,mg,ciqual,0.17,mg,ciqual,18.0,mg,ciqual,0.0075,g,ciqual,190.0,mg,ciqual,1.3,g,reported,0.05,g,reported,0,g,reported,2.2,µg,ciqual,0.02,g,reported,0,g,ciqual,0.13,g,ciqual,3,g,reported,,,,0.0,µg,ciqual,,,,,,,0.11,mg,ciqual,,,,12.0,mg,ciqual,0.0,µg,ciqual,0.67,mg,ciqual,,,,94.4,g,ciqual,0.11,mg,ciqual
3250392084080,CHOUX FLEURS BIO 600g,20016,0.0,g,ciqual,5.0,µg,ciqual,23.0,mg,ciqual,2.3,g,reported,0.0,mg,ciqual,0.02,mg,ciqual,25,kcal,reported,90,kJ,reported,90,kJ,reported,0.2,g,reported,2,g,reported,0.8,g,ciqual,0.0,g,ciqual,0.9,g,ciqual,20.0,µg,ciqual,0.27,mg,ciqual,0.2,g,ciqual,9.8,mg,ciqual,0.2,g,ciqual,0.14,mg,ciqual,0.72,mg,ciqual,40.0,mg,ciqual,0.5,g,ciqual,270.0,mg,ciqual,1.6,g,reported,0.02,g,reported,0,g,reported,20.0,µg,ciqual,0.008,g,reported,0.35,g,ciqual,0.2,g,ciqual,1.4,g,reported,,,,0.0,µg,ciqual,,,,,,,0.22,mg,ciqual,,,,4.14,mg,ciqual,0.0,µg,ciqual,0.08,mg,ciqual,,,,92.9,g,ciqual,0.22,mg,ciqual
4061462114212,,,,,,,,,,,,4.8,g,reported,,,,,,,643,kcal,reported,2662,kJ,reported,2662,kJ,reported,55,g,reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,g,reported,0.02,g,reported,4.5,g,reported,,,,0.008,g,reported,,,,,,,4.3,g,reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7610029164398,Ali  nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410280002484,épinards Hachés surgelés,20083,0.0,g,ciqual,7040.0,µg,ciqual,159.0,mg,ciqual,2.3,g,reported,0.0,mg,ciqual,0.12,mg,ciqual,28,kcal,reported,,,,117,kcal,reported,0.6,g,reported,2.5,g,reported,0.15,g,ciqual,0.0,g,ciqual,0.2,g,ciqual,3.4,µg,ciqual,2.28,mg,ciqual,0.0,g,ciqual,50.5,mg,ciqual,0.15,g,ciqual,0.53,mg,ciqual,0.11,mg,ciqual,47.7,mg,ciqual,0,g,ciqual,398.0,mg,ciqual,2.1,g,reported,0.09,g,reported,0.3,g,reported,0.1,µg,ciqual,0.036,g,reported,0.0,g,ciqual,0.25,g,ciqual,1.1,g,reported,,,,0.0,µg,ciqual,,,,,,,0.18,mg,ciqual,,,,21.4,mg,ciqual,0.0,µg,ciqual,2.9,mg,ciqual,,,,91.6,g,ciqual,0.49,mg,ciqual
4104420181113,Mandelmus weiß,,,,,,,,,,,5.2,g,reported,,,,,,,673,kcal,reported,,,,2816,kcal,reported,61,g,reported,7.7,g,reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,g,reported,0.01,g,reported,4.8,g,reported,,,,0.004,g,reported,,,,,,,4.6,g,reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250391425181,Double concentré de tomates,20068,0.0,g,ciqual,784.0,µg,ciqual,45.6,mg,ciqual,15,g,reported,0.0,mg,ciqual,0.1,mg,ciqual,87,kcal,reported,367,kJ,reported,367,kJ,reported,0.5,g,reported,2.3,g,reported,6.6,g,ciqual,0.0,g,ciqual,6.7,g,ciqual,4.4,µg,ciqual,1.2,mg,ciqual,0.5,g,ciqual,63.3,mg,ciqual,0.5,g,ciqual,0.1,mg,ciqual,0.2,mg,ciqual,103.0,mg,ciqual,0.0,g,ciqual,1010.0,mg,ciqual,4.4,g,reported,1.1,g,reported,0,g,reported,0.4,µg,ciqual,0.44,g,reported,0.22,g,ciqual,0.5,g,ciqual,15,g,reported,,,,0.0,µg,ciqual,,,,,,,0.09,mg,ciqual,,,,2.6,mg,ciqual,0.0,µg,ciqual,5.7,mg,ciqual,,,,72.0,g,ciqual,0.1,mg,ciqual
3580281320075,Lentilles Beluga,,,,,,,,,,,30,g,reported,,,,,,,292,kcal,reported,,,,1222,kcal,reported,1.1,g,reported,30,g,reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,g,reported,0.02,g,reported,0.2,g,reported,,,,0.008,g,reported,,,,,,,2,g,reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690804682902,Tahin Sesampaste,15203,0.0,g,ciqual,40.0,µg,ciqual,284.0,mg,ciqual,5,g,reported,0.0,mg,ciqual,1.61,mg,ciqual,696,kcal,reported,2875,kJ,reported,2875,kJ,reported,65,g,reported,7.0,g,ciqual,0,g,ciqual,0,g,ciqual,0,g,ciqual,0,µg,ciqual,6.69,mg,ciqual,0,g,ciqual,95.0,mg,ciqual,0,g,ciqual,1.46,mg,ciqual,0.69,mg,ciqual,761.0,mg,ciqual,0,g,ciqual,437.0,mg,ciqual,20,g,reported,0.46,g,reported,11,g,reported,0,µg,ciqual,0.184,g,reported,0,g,ciqual,0,g,ciqual,0.6,g,reported,,,,0.0,µg,ciqual,,,,,,,0.15,mg,ciqual,,,,4.2,mg,ciqual,0.0,µg,ciqual,0.25,mg,ciqual,,,,3.03,g,ciqual,4.62,mg,ciqual
3410280003344,Thon Listao au naturel en morceaux,26039,0.0,g,ciqual,0.0,µg,ciqual,6.26,mg,ciqual,0.5,g,reported,50.0,mg,ciqual,0.031,mg,ciqual,105,kcal,reported,,,,439,kcal,reported,1.2,g,reported,0,g,reported,0.0,g,ciqual,0,g,ciqual,0.0,g,ciqual,16.0,µg,ciqual,0.76,mg,ciqual,0.0,g,ciqual,24.0,mg,ciqual,0.0,g,ciqual,0.0037,mg,ciqual,0.094,mg,ciqual,155.0,mg,ciqual,0.0,g,ciqual,207.0,mg,ciqual,23.6,g,reported,1.21,g,reported,0.4,g,reported,305.0,µg,ciqual,0.484,g,reported,0.0,g,ciqual,0.0,g,ciqual,0.5,g,reported,,,,2.53,µg,ciqual,,,,,,,0.44,mg,ciqual,,,,0.0,mg,ciqual,5.08,µg,ciqual,1.2,mg,ciqual,,,,72.7,g,ciqual,0.45,mg,ciqual
3250392465155,Brocolis en fleurettes,20204,0.0,g,ciqual,675.0,µg,ciqual,48.5,mg,ciqual,1.7,g,reported,0.0,mg,ciqual,0.036,mg,ciqual,84,kcal,reported,,,,351,kcal,reported,0.5,g,reported,2.77,g,ciqual,0.53,g,ciqual,0,g,ciqual,0.49,g,ciqual,0,µg,ciqual,0.77,mg,ciqual,0,g,ciqual,17.0,mg,ciqual,0.3,g,ciqual,0.26,mg,ciqual,0.24,mg,ciqual,54.5,mg,ciqual,0,g,ciqual,231.0,mg,ciqual,1.9,g,reported,0.01,g,reported,0.1,g,reported,2.8,µg,ciqual,0.004,g,reported,0,g,ciqual,0.23,g,ciqual,1.4,g,reported,,,,0.0,µg,ciqual,,,,,,,0.18,mg,ciqual,,,,62.3,mg,ciqual,0.0,µg,ciqual,1.29,mg,ciqual,,,,91.5,g,ciqual,0.41,mg,ciqual
8410086990607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061461125189,Haferflocken fein,9311,0.0,g,ciqual,0.0,µg,ciqual,84.3,mg,ciqual,59,g,reported,0.0,mg,ciqual,0.3,mg,ciqual,375,kcal,reported,1580,kJ,reported,1580,kJ,reported,7,g,reported,10,g,reported,0.0,g,ciqual,0.0,g,ciqual,0.0,g,ciqual,0.5,µg,ciqual,4.05,mg,ciqual,0.0,g,ciqual,148.0,mg,ciqual,0.0,g,ciqual,4.72,mg,ciqual,1.31,mg,ciqual,422.0,mg,ciqual,0.0,g,ciqual,377.0,mg,ciqual,14,g,reported,0.02,g,reported,1.3,g,reported,3.05,µg,ciqual,0.008,g,reported,56.9,g,ciqual,0.97,g,ciqual,0.7,g,reported,,,,0.0,µg,ciqual,,,,,,,0.12,mg,ciqual,,,,0.0,mg,ciqual,0.0,µg,ciqual,0.59,mg,ciqual,,,,10.1,g,ciqual,3.33,mg,ciqual
3250393123559,Céréales et légumes secs,9612,0.0,g,ciqual,0,µg,ciqual,0,mg,ciqual,57,g,reported,0,mg,ciqual,0,mg,ciqual,340,kcal,reported,,,,1423,kcal,reported,5.7,g,reported,9,g,reported,0,g,ciqual,0,g,ciqual,0,g,ciqual,0,µg,ciqual,0,mg,ciqual,0,g,ciqual,70.0,mg,ciqual,0,g,ciqual,0,mg,ciqual,0,mg,ciqual,0,mg,ciqual,0.0,g,ciqual,0,mg,ciqual,18,g,reported,0.01,g,reported,0.9,g,reported,0,µg,ciqual,0.004,g,reported,0,g,ciqual,0,g,ciqual,3.1,g,reported,,,,0,µg,ciqual,,,,,,,0,mg,ciqual,,,,0,mg,ciqual,0,µg,ciqual,0,mg,ciqual,,,,0,g,ciqual,0,mg,ciqual
4104420179721,Mandelmus braun,,,,,,,,,,,4.9,g,reported,,,,,,,623,kcal,reported,2607,kJ,reported,2607,kJ,reported,53,g,reported,13,g,reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,g,reported,2.5e-05,g,reported,4.7,g,reported,,,,1e-05,g,reported,,,,,,,4.4,g,reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580281075029,Quinoa,9340,0.0,g,ciqual,8.0,µg,ciqual,47.0,mg,ciqual,64,g,reported,0.0,mg,ciqual,0.59,mg,ciqual,382,kcal,reported,,,,1598,kcal,reported,6.0999999046326,g,reported,2.8,,reported,0,g,ciqual,0,g,ciqual,0,g,ciqual,0,µg,ciqual,4.57,mg,ciqual,0,g,ciqual,197.0,mg,ciqual,0,g,ciqual,2.03,mg,ciqual,0.77,mg,ciqual,0.152,mg,reported,0.0,g,ciqual,563.0,mg,ciqual,14,g,reported,0.0099999997764826,g,reported,0.7,g,reported,0,µg,ciqual,0.00399999991059304,g,reported,52.2,g,ciqual,0,g,ciqual,4.0999999046326,g,reported,4.2e-05,µg,reported,0.0,µg,ciqual,,,,,,,0.49,mg,ciqual,,,,0,mg,ciqual,0.0,µg,ciqual,2.44,mg,ciqual,,,,13.3,g,ciqual,3.1,mg,ciqual
3580281355152,Pois chiche très gros,20516,0.0,g,ciqual,40.0,µg,ciqual,90.5,mg,ciqual,43,g,reported,0.0,mg,ciqual,0.71,mg,ciqual,339,kcal,reported,,,,1418,kcal,reported,6,g,reported,17,g,reported,0.2,g,ciqual,0,g,ciqual,0.2,g,ciqual,0.6,µg,ciqual,5.36,mg,ciqual,0.2,g,ciqual,120.0,mg,ciqual,0.2,g,ciqual,0.0022,mg,reported,1.59,mg,ciqual,276.0,mg,ciqual,0,g,ciqual,759.0,mg,ciqual,19,g,reported,0.06,g,reported,0.6,g,reported,2.0,µg,ciqual,0.024,g,reported,40.0,g,ciqual,2.3,g,ciqual,11,g,reported,,,,0.0,µg,ciqual,,,,,,,0.48,mg,ciqual,0.000557,µg,reported,3.5,mg,ciqual,0.0,µg,ciqual,3.1,mg,ciqual,,,,8.99,g,ciqual,1.88,mg,ciqual
3250391372317,Pois cassés,20515,0.0,g,ciqual,89.0,µg,ciqual,37.4,mg,ciqual,52.1,g,reported,0.0,mg,ciqual,0.75,mg,ciqual,,,,1416,kJ,reported,1416,kJ,reported,2.2,g,reported,9.1,g,reported,0.1,g,ciqual,0,g,ciqual,0.15,g,ciqual,0.5,µg,ciqual,5.16,mg,ciqual,0.1,g,ciqual,65.5,mg,ciqual,0.1,g,ciqual,1.21,mg,ciqual,1.88,mg,ciqual,364.0,mg,ciqual,0,g,ciqual,969.0,mg,ciqual,22.1,g,reported,0,g,reported,0.3,g,reported,14.0,µg,ciqual,0,g,reported,0,g,ciqual,2.51,g,ciqual,2.8,g,reported,,,,0.0,µg,ciqual,,,,,,,0.12,mg,ciqual,,,,1.4,mg,ciqual,0.0,µg,ciqual,0.09,mg,ciqual,,,,8.33,g,ciqual,3.68,mg,ciqual
